---------------------------------------------------------------------
 Eq     N-i     T       dB  Ri/R1   Ri/R0    R/Ri     lsIt   dB  %t
 ST 74-2  2.209e+02  [-98 1.180e-05 1.432e-06 9.939e-06]  [2197 0 85]
 ST 74-3s 2.215e+02  [-195 1.713e-10 2.079e-11 4.356e-02]  [544 -2 56]
 ST 75-1  2.231e+02  [0 1.000e+00 1.239e-01 9.957e-06]  [1439 0 48]
 ST 75-2  2.247e+02  [-97 1.277e-05 1.583e-06 9.968e-06]  [2408 -1 84]
 ST 75-3s 2.253e+02  [-195 1.772e-10 2.196e-11 4.129e-02]  [673 0 61]
 ST 76-1  2.268e+02  [0 1.000e+00 1.266e-01 9.976e-06]  [1419 -2 47]
 ST 76-2  2.292e+02  [-97 1.260e-05 1.596e-06 9.981e-06]  [2543 -2 91]
 ST 76-3s 2.297e+02  [-195 1.751e-10 2.217e-11 4.089e-02]  [630 -1 59]
 ST 77-1  2.311e+02  [0 1.000e+00 1.293e-01 9.985e-06]  [1359 -1 48]
 ST 77-2  2.323e+02  [-98 1.180e-05 1.526e-06 9.985e-06]  [1999 -1 82]
 ST 77-3s 2.328e+02  [-195 1.680e-10 2.173e-11 4.172e-02]  [580 -1 58]
 ST 78-1  2.341e+02  [0 1.000e+00 1.321e-01 9.986e-06]  [1300 -1 45]
 ST 78-2  2.354e+02  [-98 1.170e-05 1.546e-06 9.957e-06]  [2234 -2 84]
 ST 78-3s 2.359e+02  [-195 1.667e-10 2.203e-11 4.104e-02]  [554 -2 57]
 ST 79-1  2.373e+02  [0 1.000e+00 1.349e-01 9.961e-06]  [1347 -1 47]
 ST 79-2  2.384e+02  [-98 1.222e-05 1.650e-06 9.942e-06]  [1871 -1 81]
 ST 79-3s 2.390e+02  [-195 1.672e-10 2.257e-11 4.013e-02]  [626 -1 60]
 ST 80-1  2.405e+02  [0 1.000e+00 1.380e-01 9.966e-06]  [1393 -1 46]
 ST 80-2  2.419e+02  [-97 1.288e-05 1.777e-06 9.992e-06]  [2152 0 84]
 ST 80-3s 2.424e+02  [-195 1.731e-10 2.388e-11 3.788e-02]  [455 -3 50]
 ST 81-1  2.440e+02  [0 1.000e+00 1.411e-01 9.965e-06]  [1399 -1 48]
 ST 81-2  2.455e+02  [-97 1.316e-05 1.858e-06 9.993e-06]  [2129 -2 85]
 ST 81-3s 2.460e+02  [-195 1.732e-10 2.445e-11 3.702e-02]  [328 -1 47]
 ST 82-1  2.476e+02  [0 1.000e+00 1.444e-01 9.960e-06]  [1371 -2 44]
 ST 82-2  2.492e+02  [-97 1.268e-05 1.831e-06 9.998e-06]  [2531 -1 85]
 ST 82-3s 2.497e+02  [-195 1.691e-10 2.442e-11 3.699e-02]  [453 -3 51]
