---------------------------------------------------------------------
 Eq     N-i     T       dB  Ri/R1   Ri/R0    R/Ri     lsIt   dB  %t
 ST 41-3s 1.117e+01  [-153 2.146e-08 1.428e-09 5.090e-04]  [320 -2 38]
 ST 42-1  1.133e+01  [0 1.000e+00 6.746e-02 9.932e-06]  [451 -8 16]
 ST 42-2  1.138e+01  [-80 9.023e-05 6.087e-06 9.890e-06]  [508 -8 49]
 ST 42-3s 1.142e+01  [-153 2.070e-08 1.396e-09 5.154e-04]  [326 -3 42]
 ST 43-1  1.159e+01  [0 1.000e+00 6.671e-02 9.987e-06]  [469 -1 14]
 ST 43-2  1.164e+01  [-80 8.985e-05 5.994e-06 9.985e-06]  [525 -2 53]
 ST 43-3s 1.168e+01  [-153 2.151e-08 1.435e-09 4.986e-04]  [325 -3 40]
 ST 44-1  1.190e+01  [0 1.000e+00 6.789e-02 9.981e-06]  [481 -3 13]
 ST 44-2  1.195e+01  [-80 9.175e-05 6.229e-06 9.924e-06]  [527 -3 50]
 ST 44-3s 1.199e+01  [-153 2.193e-08 1.489e-09 4.830e-04]  [324 -2 40]
 ST 45-1  1.217e+01  [0 1.000e+00 6.902e-02 9.930e-06]  [475 -2 15]
 ST 45-2  1.222e+01  [-80 9.292e-05 6.414e-06 9.838e-06]  [526 -3 53]
 ST 45-3s 1.227e+01  [-153 2.223e-08 1.534e-09 4.727e-04]  [325 -3 37]
 ST 46-1  1.243e+01  [0 1.000e+00 7.041e-02 9.885e-06]  [479 -3 17]
 ST 46-2  1.249e+01  [-80 9.636e-05 6.785e-06 9.945e-06]  [526 -3 52]
 ST 46-3s 1.253e+01  [-152 2.247e-08 1.582e-09 4.546e-04]  [329 -3 40]
 ST 47-1  1.268e+01  [0 1.000e+00 7.181e-02 9.970e-06]  [486 -4 17]
 ST 47-2  1.273e+01  [-79 1.046e-04 7.510e-06 9.841e-06]  [523 -2 50]
 ST 47-3s 1.278e+01  [-153 2.228e-08 1.600e-09 4.510e-04]  [331 -4 39]
 ST 48-1  1.292e+01  [0 1.000e+00 7.320e-02 9.909e-06]  [485 -4 19]
 ST 48-2  1.297e+01  [-79 1.058e-04 7.741e-06 9.972e-06]  [521 -2 49]
 ST 48-3s 1.302e+01  [-152 2.248e-08 1.645e-09 4.407e-04]  [332 -4 38]
 ST 49-1  1.326e+01  [0 1.000e+00 7.617e-02 9.834e-06]  [485 -4 10]
 ST 49-2  1.332e+01  [-79 1.079e-04 8.220e-06 9.974e-06]  [522 -2 49]
 ST 49-3s 1.336e+01  [-152 2.298e-08 1.750e-09 4.150e-04]  [335 -5 42]
 ST 50-1  1.354e+01  [0 1.000e+00 7.837e-02 9.964e-06]  [484 -4 16]
 ST 50-2  1.360e+01  [-79 1.117e-04 8.752e-06 9.887e-06]  [520 -1 53]
 ST 50-3s 1.364e+01  [-152 2.333e-08 1.829e-09 3.942e-04]  [336 -5 37]
 ST 51-1  1.380e+01  [0 1.000e+00 8.087e-02 9.960e-06]  [480 -3 15]
 ST 51-2  1.385e+01  [-78 1.152e-04 9.312e-06 9.988e-06]  [518 -1 51]
 ST 51-3s 1.389e+01  [-152 2.348e-08 1.899e-09 3.817e-04]  [336 -5 40]
 ST 52-1  1.407e+01  [0 1.000e+00 8.388e-02 9.838e-06]  [473 -2 14]
 ST 52-2  1.413e+01  [-78 1.212e-04 1.017e-05 9.889e-06]  [515 -1 52]
 ST 52-3s 1.418e+01  [-152 2.369e-08 1.987e-09 3.611e-04]  [337 -5 45]
 ST 53-1  1.437e+01  [0 1.000e+00 8.604e-02 9.880e-06]  [471 -2 13]
 ST 53-2  1.442e+01  [-76 1.501e-04 1.291e-05 9.801e-06]  [489 -5 47]
 ST 53-3s 1.447e+01  [-152 2.455e-08 2.113e-09 3.445e-04]  [338 -6 40]
 ST 54-1  1.466e+01  [0 1.000e+00 8.987e-02 9.941e-06]  [476 -3 13]
 ST 54-2  1.471e+01  [-75 1.759e-04 1.581e-05 9.906e-06]  [501 -7 49]
 ST 54-3s 1.475e+01  [-151 2.595e-08 2.332e-09 3.122e-04]  [348 -8 39]
 ST 55-1  1.493e+01  [0 1.000e+00 9.424e-02 9.941e-06]  [482 -4 14]
 ST 55-2  1.498e+01  [-74 1.896e-04 1.787e-05 9.913e-06]  [502 -7 51]
 ST 55-3s 1.503e+01  [-151 2.768e-08 2.609e-09 2.782e-04]  [357 -9 38]
 ST 56-1  1.522e+01  [0 1.000e+00 1.004e-01 9.826e-06]  [486 -5 13]
 ST 56-2  1.527e+01  [-73 2.030e-04 2.038e-05 9.905e-06]  [499 -7 48]
 ST 56-3s 1.532e+01  [-150 2.912e-08 2.923e-09 2.469e-04]  [366 -1 44]
 ST 57-1  1.549e+01  [0 1.000e+00 1.064e-01 9.845e-06]  [487 -5 17]
 ST 57-2  1.554e+01  [-73 2.193e-04 2.332e-05 9.972e-06]  [495 -6 50]
 ST 57-3s 1.559e+01  [-150 3.044e-08 3.237e-09 2.221e-04]  [370 -1 44]
 ST 58-1  1.578e+01  [0 1.000e+00 1.140e-01 9.916e-06]  [484 -4 13]
 ST 58-2  1.583e+01  [-72 2.241e-04 2.554e-05 9.964e-06]  [493 -5 49]
 ST 58-3s 1.588e+01  [-150 3.162e-08 3.604e-09 2.000e-04]  [375 -2 42]
 ST 59-1  1.602e+01  [0 1.000e+00 1.221e-01 9.882e-06]  [479 -3 17]
 ST 59-2  1.607e+01  [-72 2.262e-04 2.762e-05 9.936e-06]  [493 -5 49]
 ST 59-3s 1.612e+01  [-149 3.304e-08 4.035e-09 1.801e-04]  [380 -3 39]
 ST 60-1  1.627e+01  [0 1.000e+00 1.313e-01 9.913e-06]  [469 -1 15]
 ST 60-2  1.633e+01  [-72 2.267e-04 2.978e-05 9.879e-06]  [492 -5 51]
 ST 60-3s 1.638e+01  [-149 3.431e-08 4.507e-09 1.590e-04]  [384 -4 45]
 ST 61-1  1.658e+01  [0 1.000e+00 1.413e-01 9.900e-06]  [459 -9 13]
 ST 61-2  1.663e+01  [-73 2.230e-04 3.150e-05 9.882e-06]  [483 -4 52]
 ST 61-3s 1.668e+01  [-149 3.467e-08 4.898e-09 1.487e-04]  [386 -4 43]
 ST 62-1  1.686e+01  [0 1.000e+00 1.521e-01 9.831e-06]  [451 -8 14]
 ST 62-2  1.691e+01  [-73 2.183e-04 3.321e-05 9.841e-06]  [479 -3 43]
 ST 62-3s 1.696e+01  [-149 3.496e-08 5.317e-09 1.354e-04]  [391 -5 48]
 ST 63-1  1.714e+01  [0 1.000e+00 1.639e-01 9.844e-06]  [445 -7 13]
 ST 63-2  1.719e+01  [-73 2.089e-04 3.425e-05 9.815e-06]  [486 -4 45]
 ST 63-3s 1.724e+01  [-149 3.523e-08 5.776e-09 1.258e-04]  [394 -6 41]
 ST 64-1  1.741e+01  [0 1.000e+00 1.777e-01 9.858e-06]  [433 -5 14]
 ST 64-2  1.747e+01  [-74 1.800e-04 3.198e-05 9.925e-06]  [485 -4 47]
 ST 64-3s 1.752e+01  [-149 3.420e-08 6.077e-09 1.177e-04]  [397 -7 39]
 ST 65-1  1.769e+01  [0 1.000e+00 1.915e-01 9.860e-06]  [417 -2 13]
 ST 65-2  1.774e+01  [-76 1.567e-04 3.001e-05 9.885e-06]  [488 -4 50]
 ST 65-3s 1.779e+01  [-149 3.220e-08 6.166e-09 1.162e-04]  [395 -6 46]
 ST 66-1  1.797e+01  [0 1.000e+00 2.030e-01 9.816e-06]  [408 -10 12]
 ST 66-2  1.802e+01  [-76 1.491e-04 3.027e-05 9.834e-06]  [487 -4 48]
 ST 66-3s 1.807e+01  [-150 3.032e-08 6.155e-09 1.158e-04]  [395 -6 44]
 ST 67-1  1.820e+01  [0 1.000e+00 2.143e-01 9.900e-06]  [403 -8 15]
 ST 67-2  1.826e+01  [-76 1.463e-04 3.135e-05 9.940e-06]  [481 -3 49]
 ST 67-3s 1.831e+01  [-150 2.933e-08 6.285e-09 1.153e-04]  [393 -6 41]
 ST 68-1  1.844e+01  [0 1.000e+00 2.242e-01 9.937e-06]  [400 -7 15]
 ST 68-2  1.849e+01  [-76 1.497e-04 3.356e-05 9.856e-06]  [477 -2 47]
 ST 68-3s 1.854e+01  [-150 2.915e-08 6.536e-09 1.113e-04]  [391 -5 49]
