---------------------------------------------------------------------
 Eq     N-i     T       dB  Ri/R1   Ri/R0    R/Ri     lsIt   dB  %t
 ST 69-1  2.797e+01  [0 1.000e+00 2.521e-01 9.807e-06]  [217 -5 5]
 ST 69-2  2.803e+01  [-64 6.128e-04 1.545e-04 9.827e-06]  [185 -15 15]
 ST 69-3s 2.809e+01  [-164 6.025e-09 1.519e-09 5.196e-04]  [148 -22 12]
 ST 70-1  2.834e+01  [0 1.000e+00 2.883e-01 9.869e-06]  [226 -9 4]
 ST 70-2  2.840e+01  [-57 1.294e-03 3.732e-04 9.849e-06]  [177 -10 15]
 ST 70-3s 2.846e+01  [-157 1.276e-08 3.678e-09 2.220e-04]  [153 -26 13]
 ST 71-1  2.872e+01  [0 1.000e+00 2.672e-01 9.850e-06]  [221 -7 4]
 ST 71-2  2.878e+01  [-64 6.110e-04 1.632e-04 9.884e-06]  [183 -12 15]
 ST 71-3s 2.884e+01  [-164 6.040e-09 1.614e-09 5.050e-04]  [146 -22 15]
 ST 72-1  2.910e+01  [0 1.000e+00 2.483e-01 9.995e-06]  [224 -8 5]
 ST 72-2  2.916e+01  [-61 8.474e-04 2.104e-04 9.893e-06]  [182 -12 14]
 ST 72-3s 2.922e+01  [-161 8.385e-09 2.082e-09 3.770e-04]  [151 -25 15]
 ST 73-1  2.948e+01  [0 1.000e+00 2.072e-01 9.926e-06]  [223 -8 4]
 ST 73-2  2.954e+01  [-64 5.654e-04 1.172e-04 9.648e-06]  [190 -17 15]
 ST 73-3s 2.960e+01  [-165 5.456e-09 1.131e-09 6.760e-04]  [143 -20 12]
 ST 74-1  2.986e+01  [0 1.000e+00 2.458e-01 9.877e-06]  [219 -5 4]
 ST 74-2  2.992e+01  [-65 5.227e-04 1.285e-04 9.848e-06]  [184 -13 15]
 ST 74-3s 2.998e+01  [-165 5.149e-09 1.265e-09 6.336e-04]  [146 -21 12]
 ST 75-1  3.022e+01  [0 1.000e+00 2.086e-01 9.960e-06]  [219 -5 5]
 ST 75-2  3.029e+01  [-65 5.113e-04 1.067e-04 9.646e-06]  [182 -12 21]
 ST 75-3s 3.035e+01  [-166 4.934e-09 1.029e-09 7.603e-04]  [145 -20 14]
 ST 76-1  3.060e+01  [0 1.000e+00 2.064e-01 9.770e-06]  [218 -5 5]
 ST 76-2  3.065e+01  [-69 3.188e-04 6.580e-05 9.649e-06]  [191 -17 14]
 ST 76-3s 3.072e+01  [-170 3.079e-09 6.355e-10 1.233e-03]  [132 -13 13]
 ST 77-1  3.096e+01  [0 1.000e+00 1.909e-01 9.879e-06]  [222 -7 4]
 ST 77-2  3.103e+01  [-67 4.146e-04 7.917e-05 9.969e-06]  [187 -15 16]
 ST 77-3s 3.109e+01  [-167 4.135e-09 7.895e-10 9.635e-04]  [138 -16 12]
 ST 78-1  3.135e+01  [0 1.000e+00 2.051e-01 9.674e-06]  [214 -4 5]
 ST 78-2  3.142e+01  [-72 2.261e-04 4.639e-05 9.783e-06]  [191 -18 16]
 ST 78-3s 3.148e+01  [-173 2.217e-09 4.548e-10 1.730e-03]  [128 -12 10]
