---------------------------------------------------------------------
 Eq     N-i     T       dB  Ri/R1   Ri/R0    R/Ri     lsIt   dB  %t
 ST 79-3s 3.469e+01  [-167 4.385e-09 1.366e-09 9.041e-04]  [423 -3 42]
 ST 80-1  3.491e+01  [0 1.000e+00 3.139e-01 9.908e-06]  [530 -2 14]
 ST 80-2  3.497e+01  [-75 1.642e-04 5.156e-05 9.904e-06]  [638 -4 51]
 ST 80-3s 3.503e+01  [-167 4.297e-09 1.349e-09 9.109e-04]  [415 -2 46]
 ST 81-1  3.543e+01  [0 1.000e+00 3.213e-01 9.954e-06]  [622 -1 7]
 ST 81-2  3.549e+01  [-73 2.010e-04 6.458e-05 9.852e-06]  [609 -6 58]
 ST 81-3s 3.555e+01  [-167 4.063e-09 1.306e-09 9.310e-04]  [410 0 41]
 ST 82-1  3.577e+01  [0 1.000e+00 3.202e-01 9.920e-06]  [634 -2 25]
 ST 82-2  3.583e+01  [-73 2.039e-04 6.529e-05 9.825e-06]  [614 0 53]
 ST 82-3s 3.590e+01  [-167 4.185e-09 1.340e-09 9.175e-04]  [403 -6 42]
 ST 83-1  3.621e+01  [0 1.000e+00 3.253e-01 9.988e-06]  [556 -5 11]
 ST 83-2  3.628e+01  [-73 2.137e-04 6.952e-05 9.953e-06]  [627 -3 52]
 ST 83-3s 3.637e+01  [-167 4.334e-09 1.410e-09 8.804e-04]  [476 -1 24]
 ST 84-1  3.686e+01  [0 1.000e+00 3.250e-01 9.998e-06]  [599 -4 6]
 ST 84-2  3.693e+01  [-72 2.439e-04 7.927e-05 9.895e-06]  [600 -4 53]
 ST 84-3s 3.700e+01  [-166 4.856e-09 1.578e-09 7.854e-04]  [446 -7 43]
 ST 85-1  3.725e+01  [0 1.000e+00 3.371e-01 9.930e-06]  [630 -2 12]
 ST 85-2  3.730e+01  [-68 3.877e-04 1.307e-04 9.945e-06]  [609 -6 55]
 ST 85-3s 3.735e+01  [-163 6.394e-09 2.156e-09 5.749e-04]  [484 -2 46]
 ST 86-1  3.773e+01  [0 1.000e+00 3.240e-01 9.973e-06]  [595 -3 7]
 ST 86-2  3.778e+01  [-67 4.192e-04 1.358e-04 9.907e-06]  [628 -2 54]
 ST 86-3s 3.784e+01  [-163 6.849e-09 2.219e-09 5.593e-04]  [604 -5 48]
 ST 87-1  3.805e+01  [0 1.000e+00 3.271e-01 9.872e-06]  [529 -3 14]
 ST 87-2  3.811e+01  [-65 5.356e-04 1.752e-04 9.995e-06]  [627 -2 54]
 ST 87-3s 3.817e+01  [-161 8.309e-09 2.718e-09 4.565e-04]  [624 -2 55]
 ST 88-1  3.854e+01  [0 1.000e+00 3.033e-01 9.857e-06]  [606 -5 7]
 ST 88-2  3.860e+01  [-65 5.210e-04 1.580e-04 9.975e-06]  [627 -2 60]
 ST 88-3s 3.866e+01  [-162 7.852e-09 2.382e-09 5.207e-04]  [626 -2 50]
 ST 89-1  3.884e+01  [0 1.000e+00 2.069e-01 9.986e-06]  [647 -5 18]
 ST 89-2  3.890e+01  [-63 6.934e-04 1.434e-04 9.899e-06]  [644 -4 59]
 ST 89-3s 3.896e+01  [-160 9.714e-09 2.009e-09 6.156e-04]  [581 -3 60]
 ST 90-1  3.917e+01  [0 1.000e+00 3.024e-01 9.992e-06]  [556 -6 12]
 ST 90-2  3.922e+01  [-47 4.331e-03 1.309e-03 9.953e-06]  [505 -5 49]
 ST 90-3s 3.929e+01  [-144 6.158e-08 1.862e-08 6.677e-05]  [793 -3 63]
 ST 91-1  3.963e+01  [0 1.000e+00 4.011e-01 9.925e-06]  [628 -2 8]
 ST 91-2  3.968e+01  [-46 4.774e-03 1.915e-03 9.960e-06]  [510 -6 48]
 ST 91-3s 3.976e+01  [-142 7.286e-08 2.922e-08 4.280e-05]  [782 -1 60]
 ST 92-1  4.004e+01  [0 1.000e+00 5.421e-01 9.953e-06]  [632 -2 10]
